Date,BTC_Price,ETH_Price,LTC_Price,BTC_Price_Change,ETH_Price_Change,LTC_Price_Change,BTC_Price_Volatility,ETH_Price_Volatility,LTC_Price_Volatility,BTC_Volume,ETH_Volume,LTC_Volume,BTC_Sharpe,ETH_Sharpe,LTC_Sharpe,229_BTC,229_ETH,229_LTC
12-May-16,454.77,10.06,3.86,2.04,0.06,-0.02,5.7,0.65,0.1,59849300,24137700,1798920,0.171477251,-0.501815236,0.162042388,1,1,1
11-May-16,452.73,10,3.88,1.84,0.64,0.06,3.72,0.62,0.1,50605200,15267500,2458140,0.324445313,-0.469364737,-0.071850543,1,1,-1
10-May-16,450.89,9.36,3.82,-9.59,0.06,-0.24,12.98,0.22,0.32,58956100,9321790,3688200,-0.079489858,0.436676049,-0.142507406,1,1,1
9-May-16,460.48,9.3,4.06,1.93,-0.18,0.12,5.95,0.44,0.18,55493100,13085300,3120940,-0.605977706,0.090579611,-0.847022635,-1,1,-1
8-May-16,458.55,9.48,3.94,0.01,0.11,-0.01,3.44,0.67,0.05,40315000,15031000,1783970,-0.3112745,-0.103170981,-0.585467136,1,-1,1
7-May-16,458.54,9.37,3.95,-1.06,0.02,0.13,3.36,0.27,0.18,38364500,10806500,3278610,-0.515494206,0.365103571,-0.856084789,1,1,-1
6-May-16,459.6,9.35,3.82,11.62,-0.48,0.11,14.31,0.91,0.11,72796800,21510600,1899060,-0.22307943,-0.103743409,-0.382980042,-1,1,1
5-May-16,447.98,9.83,3.71,1.26,0.42,-0.04,2.63,0.76,0.05,50440800,18296200,1702120,0.019672523,-0.269633396,-0.243242473,1,-1,1
4-May-16,446.72,9.41,3.75,-3.58,0.1,0.01,4.75,0.76,0.05,50407300,17622400,1716110,0.320145082,-0.460178608,0.164055026,1,1,-1
3-May-16,450.3,9.31,3.74,5.63,-0.85,0.06,8.48,0.89,0.1,59366400,21463900,2363200,-0.036399218,-0.530529686,0.13787922,-1,1,1
2-May-16,444.67,10.16,3.68,-7.21,1.31,-0.03,10.66,1.47,0.14,92127000,41019200,2667410,0.007104328,-0.568913661,0.567045277,1,-1,1
1-May-16,451.88,8.85,3.71,3.56,0.04,0.05,4.55,0.58,0.08,40660100,16713800,1911590,0.280183043,-0.423797735,0.777713893,-1,1,-1
30-Apr-16,448.32,8.81,3.66,-6.78,1.35,-0.15,7.89,1.92,0.18,69322600,36573300,2502180,0.258726636,-0.347373385,0.231536991,1,1,1
29-Apr-16,455.1,7.46,3.81,6.09,0.29,0.02,9.36,0.56,0.13,49258500,8762080,2467080,0.076476647,0.299137019,-0.224463401,-1,1,-1
28-Apr-16,449.01,7.17,3.79,4.32,-0.59,-0.1,12.9,0.74,0.19,74064700,11576000,3952590,0.035296293,0.694630218,-0.496499255,1,1,1
27-Apr-16,444.69,7.76,3.89,-21.4,0.36,-0.16,22.95,0.65,0.36,93564900,19254500,9435190,0.031390164,0.056599799,-0.685280402,1,-1,-1
26-Apr-16,466.09,7.4,4.05,4.66,-0.15,0.24,6.34,0.49,0.32,78971900,17667300,6717450,-0.833709393,0.477367345,-1.060910681,-1,1,-1
25-Apr-16,461.43,7.55,3.81,2.87,-0.45,0.18,13.03,0.85,0.32,87091800,18239900,6605750,-0.908701485,0.58387998,-0.881020537,1,-1,1
24-Apr-16,458.56,8,3.63,8.28,-0.29,0.3,11.22,0.51,0.3,68198400,10786400,4502460,-1.051229067,0.474277575,-0.565392591,1,-1,1
23-Apr-16,450.28,8.29,3.33,4.54,0.47,0.01,5.95,0.81,0.03,50485400,14565200,1383790,-1.040492753,0.480861873,-0.484497166,1,-1,1
22-Apr-16,445.74,7.82,3.32,-3.69,-0.28,-0.03,5.66,0.6,0.04,58804400,13309300,1569850,-0.849019763,5.724265021,-0.294603646,1,1,1
21-Apr-16,449.43,8.1,3.35,8.04,-0.37,0.07,9.6,0.76,0.08,68204700,13355400,1688230,-0.893035318,0.298004151,-0.430644282,-1,-1,-1
20-Apr-16,441.39,8.47,3.28,5.88,-0.24,-0.01,8.64,0.52,0.02,72890100,15634700,1638920,-0.630184268,-0.096176067,0.003882361,1,-1,1
19-Apr-16,435.51,8.71,3.29,6.92,-0.33,0.05,7.92,0.71,0.05,52810500,12899100,1333410,-0.62329438,-0.144365575,-0.341386827,1,-1,-1
18-Apr-16,428.59,9.04,3.24,1.19,-0.27,-0.02,2.18,1.01,0.03,55670900,21084100,1317730,-0.354732865,-0.560312448,0.003222155,1,-1,1
17-Apr-16,427.4,9.31,3.26,-3.17,0.7,-0.01,5.29,1.14,0.03,52125900,24619600,1211900,-0.150386686,-1.271965771,0.003222155,1,-1,-1
16-Apr-16,430.57,8.61,3.27,0.86,0.37,-0.01,3.65,0.54,0.02,39392800,9888460,1155850,-0.696259333,0.047946725,-0.276076811,-1,1,-1
15-Apr-16,429.71,8.24,3.28,5.43,-0.15,0.04,5.5,0.52,0.04,54801500,12179000,1404400,-0.704389581,0.241147666,-0.497836476,1,1,-1
14-Apr-16,424.28,8.39,3.24,0.55,0.35,0,2.36,0.74,0.03,45281000,13590700,1190770,-0.672709425,0.254141522,-0.294097734,1,-1,1
13-Apr-16,423.73,8.04,3.24,-1.46,0.6,-0.02,3.74,1.65,0.03,69060400,31403300,1295720,-0.40969158,0.547485787,-0.294097734,1,1,0
12-Apr-16,425.19,7.44,3.26,2.71,-1.2,0.02,4.44,1.49,0.05,70728800,23190100,1305310,-0.251810735,1.25874076,-0.112709395,-1,1,-1
11-Apr-16,422.48,8.64,3.24,0.92,-0.3,0.01,2.21,0.95,0.03,50747500,15138100,1061060,0.119585009,2.800036766,0.267707651,1,-1,1
10-Apr-16,421.56,8.94,3.23,2.15,-0.21,0.01,3.18,1.76,0.04,73478600,42613400,1417490,0.335620918,1.017053218,0.268728055,1,-1,1
9-Apr-16,419.41,9.15,3.22,-0.94,-0.57,0,4.38,1.02,0.03,49792700,16194800,1224580,0.251777042,1.20343622,0.443895123,1,-1,1
8-Apr-16,420.35,9.72,3.22,-2.4,-0.35,-0.03,5.73,0.73,0.04,63454700,14660600,1352320,0.069136201,1.133608042,0.60384997,-1,-1,0
7-Apr-16,422.75,10.07,3.25,-0.66,-0.62,-0.01,3.14,0.86,0.03,57858600,13464500,1150280,-0.315181527,0.81376582,0.268433825,-1,-1,-1
6-Apr-16,423.41,10.69,3.26,-0.62,0.25,0.01,1.8,0.69,0.02,59091000,16997100,1088910,-0.774538766,0.549091985,-0.391304528,-1,-1,-1
5-Apr-16,424.03,10.44,3.25,2.59,-0.72,0,3.65,1.08,0.03,60718000,20557300,863788,-1.300920826,0.560356262,0.152652142,-1,1,1
4-Apr-16,421.44,11.16,3.25,0.54,-0.46,-0.01,2.74,0.6,0.05,50634300,9599070,1188610,-1.306212633,0.529579833,-0.276669226,1,-1,0
3-Apr-16,420.9,11.62,3.26,0.03,0.02,0,1.88,0.2,0.02,38053700,5580550,1281200,-0.54662258,0.039130628,-0.275625473,1,-1,-1
2-Apr-16,420.87,11.6,3.26,2.91,-0.06,0.02,3.66,0.29,0.04,45681200,8682620,1174830,0.177494575,0.058874673,0.00402239,1,1,0
1-Apr-16,417.96,11.66,3.24,1.23,0.26,-0.02,2.34,0.45,0.03,51235700,11373100,1316230,0.513416067,-0.414988325,0.433907604,1,-1,1
31-Mar-16,416.73,11.4,3.26,1.91,-0.55,0.04,3.11,0.69,0.05,60215200,14966700,1704440,0.051227337,-0.101155299,-0.136774884,1,1,-1
30-Mar-16,414.82,11.95,3.22,-1.7,0.29,-0.01,4.33,0.71,0.08,66034100,19351200,1450290,0.095171128,-0.382192639,0.058588409,1,-1,1
29-Mar-16,416.52,11.66,3.23,-7.71,-0.01,-0.03,13.52,0.56,0.08,75411500,17684200,1764730,0.001487554,-0.099969822,-0.046659587,-1,1,-1
28-Mar-16,424.23,11.67,3.26,-2.53,1.25,-0.04,3.57,1.45,0.04,68522800,23188300,1427140,-0.306914724,0.208246678,-0.102856541,-1,-1,-1
27-Mar-16,426.76,10.42,3.3,8.82,-0.55,0.07,11.09,0.94,0.09,71229400,16744800,2089890,-0.473597732,0.265158445,-0.463419869,-1,1,-1
26-Mar-16,417.94,10.97,3.23,0.76,0.23,0,2.73,0.59,0.03,44650400,9425480,1117430,-0.4358608,0.264065327,-0.367714348,1,-1,1
25-Mar-16,417.18,10.74,3.23,0.79,-0.49,0.01,2.52,0.84,0.03,52560000,13782000,1200290,-0.31166345,-0.040652467,-0.226882906,1,1,0
24-Mar-16,416.39,11.23,3.22,-1.65,-1.19,-0.02,3.19,1.7,0.03,68346700,26081800,1394180,-0.488942111,-0.098582247,-0.390827184,1,-1,1
23-Mar-16,418.04,12.42,3.24,-0.05,1.15,0.01,1.91,1.19,0.03,61444200,19353200,1703040,-0.843462516,-0.279063251,-0.934381077,-1,-1,-1
22-Mar-16,418.09,11.27,3.23,4.78,-0.59,0.03,5.85,0.85,0.04,66813300,19730300,1265140,0.095591341,-0.015782252,0.254245734,-1,1,1
21-Mar-16,413.31,11.86,3.2,-0.44,1.54,-0.01,3.04,1.85,0.02,61655400,28572600,507480,0.142762741,0.172600183,0.365263063,1,-1,1
20-Mar-16,413.75,10.32,3.21,3.31,-0.21,0.03,4.23,1.33,0.03,45947900,17651100,926158,0.119608227,1.123449784,0.329589034,-1,1,-1
19-Mar-16,410.44,10.53,3.18,0.89,-0.47,0.01,3.75,1.42,0.03,58423000,26735700,617579,0.241015578,0.629475985,0.414507749,1,-1,1
18-Mar-16,409.55,11,3.17,-11.07,-0.08,-0.14,14.41,2.66,0.16,104940000,53956800,1502010,0.178341997,0.773839941,0.497220474,1,-1,1
17-Mar-16,420.62,11.08,3.31,3.61,-1.44,0,3.11,2.2,0.02,83528600,41650600,1038460,-1.374998902,0.494230389,-0.391318575,-1,-1,-1
16-Mar-16,417.01,12.52,3.31,0.18,-0.49,0,1.78,1.23,0.02,65185800,24335500,692940,0.20301212,-0.153619944,0.357310442,1,-1,0
15-Mar-16,416.83,13.01,3.31,0.39,0.56,0.01,3.14,1.15,0.04,66781700,28404500,747107,0.017688213,-0.190170303,-0.061120925,1,-1,0
14-Mar-16,416.44,12.45,3.3,2.38,-2.02,-0.01,2.48,3.43,0.04,95259400,58385100,670283,-0.053409678,-0.018793985,-0.061331062,1,1,1
13-Mar-16,414.06,14.47,3.31,2.44,0.94,0.02,4.96,1.79,0.04,74322800,43915100,1140930,0.002723592,-0.719762962,-0.200374054,1,-1,-1
12-Mar-16,411.62,13.53,3.29,-10.07,2.45,-0.09,11.71,2.44,0.12,92712900,48957300,1076560,0.113518581,-0.639325965,-0.059623493,1,1,1
11-Mar-16,421.69,11.08,3.38,4.56,-0.22,0.09,6.92,1.21,0.11,73969700,21002700,1804450,-1.111377544,0.104716575,-0.86558579,-1,1,-1
10-Mar-16,417.13,11.3,3.29,2.27,-0.6,0.01,4.26,1.25,0.04,81022900,26851500,898376,-1.088684281,0.014413803,-0.8439379,1,-1,1
9-Mar-16,414.86,11.9,3.28,0.89,2.05,0.03,4.42,2.38,0.06,70012300,27540500,1247320,-0.113626765,-0.166599724,-0.14072898,1,-1,1
8-Mar-16,413.97,9.85,3.25,-0.35,0.3,-0.02,5.15,1.35,0.05,70311700,25524300,918434,0.201708419,-0.064986725,0.297898226,1,1,1
7-Mar-16,414.32,9.55,3.27,6.61,-1.83,0.05,9.61,2.34,0.07,85762400,34085100,1057270,0.251532277,-0.168868852,0.401775341,-1,1,-1
6-Mar-16,407.71,11.38,3.22,7.14,0.38,0.03,16.13,1.85,0.08,91212500,39112000,1010650,0.765230844,-2.720091949,1.136849392,1,-1,1
5-Mar-16,400.57,11,3.19,-10.37,0.59,-0.06,17.22,2.3,0.12,135385000,56439600,1689010,1.800844441,-2.696280055,2.9262064,1,1,1
4-Mar-16,410.94,10.41,3.25,-10.71,1.12,-0.07,14.24,1.93,0.1,90856100,35520100,1459960,0.790988264,-1.432516916,1.294014686,-1,1,-1
3-Mar-16,421.65,9.29,3.32,-2.34,0.82,-0.05,5.96,1.77,0.05,100484000,40314900,1812040,0.431717246,-0.996579466,0.533243568,-1,1,-1
2-Mar-16,423.99,8.47,3.37,-11.13,0.82,-0.06,11.93,1.38,0.07,74955300,29130200,1469810,0.318688291,-0.976558983,0.334520499,-1,1,-1
1-Mar-16,435.12,7.65,3.43,-2.58,1.31,-0.02,7.33,1.6,0.04,74895800,23098100,1133580,-0.605853612,-0.545020087,-0.467301179,-1,1,-1
29-Feb-16,437.7,6.34,3.45,4.2,-0.13,0.01,9.82,0.56,0.07,60694700,7648020,1431670,-0.85349152,-0.057563758,-0.740448331,-1,1,-1
28-Feb-16,433.5,6.47,3.44,0.98,0.04,0.03,11.86,0.38,0.11,53033400,9851660,986849,-0.858209076,-0.499142561,-0.274594201,1,-1,1
27-Feb-16,432.52,6.43,3.41,0.37,0.51,-0.01,6.13,0.61,0.06,41893600,8903210,731107,0.129884027,-0.448023016,0.334505519,1,1,1
26-Feb-16,432.15,5.92,3.42,7.61,-0.18,0.05,10.53,0.53,0.1,61486000,9526860,1849390,0.162909996,-0.539962325,0.185001878,1,1,-1
25-Feb-16,424.54,6.1,3.37,-0.41,-0.14,0,7.3,1.1,0.07,70798000,21471800,1556360,0.340114571,-0.877665706,0.521571749,1,-1,1
24-Feb-16,424.95,6.24,3.37,4.21,0.65,-0.03,11.64,0.73,0.1,67743700,11426500,1909510,-0.065939116,-0.539718051,-0.237002732,-1,-1,0
23-Feb-16,420.74,5.59,3.4,-17.01,-0.03,-0.08,22.04,0.56,0.14,85244900,13380600,2416790,0.043611059,-0.484703817,-0.307211751,1,1,-1
22-Feb-16,437.75,5.62,3.48,-1.05,0.97,0.02,6.13,1.01,0.08,85385200,15056200,2066780,-0.649720393,-0.790326702,-0.591808926,-1,-1,-1
21-Feb-16,438.8,4.65,3.46,1.64,0.31,0,18.97,0.48,0.18,89820700,6413550,3518950,-1.021373717,-0.077369855,-0.627119807,-1,1,1
20-Feb-16,437.16,4.34,3.46,16.37,-0.4,0.21,20.38,0.62,0.24,93992100,8631090,3677250,-1.31846926,0.360401584,-0.735450446,1,1,0
19-Feb-16,420.79,4.74,3.25,-1.58,0.34,0,5.5,0.52,0.04,55711300,7666320,1780240,-0.434159568,0.213415148,-0.352439263,1,-1,1
18-Feb-16,422.37,4.4,3.25,6.05,0.64,0.01,10.36,1.35,0.04,76752600,17054000,1422270,-0.816116826,0.385009829,-0.669578301,-1,1,0
17-Feb-16,416.32,3.76,3.24,8.83,-0.56,0.03,14.39,1.27,0.06,83193600,15451000,1857460,-0.867938951,0.95989542,-0.741439052,1,1,1
16-Feb-16,407.49,4.32,3.21,7.3,-0.97,0.03,7.51,1.44,0.04,73093100,15889100,1479430,-0.77411109,0.868075457,-0.747888341,1,-1,1
15-Feb-16,400.19,5.29,3.18,-7.04,0.05,-0.03,12.63,0.87,0.08,74070500,13934200,1521240,-0.480683042,-0.213533087,-0.405825106,1,-1,1
14-Feb-16,407.23,5.24,3.21,15.37,-0.15,0.08,14.3,1.02,0.06,74469800,11226500,1924190,-1.138028685,-0.340654189,-0.815110659,-1,1,-1
13-Feb-16,391.86,5.39,3.13,7.6,-0.16,0.02,7.22,1.53,0.03,61911700,24218800,1313500,-1.13006043,-0.678426901,-0.798320528,1,-1,1
12-Feb-16,384.26,5.55,3.11,4.61,-0.46,0.03,5.35,1.51,0.04,67042800,23360800,1041630,-0.428091983,-0.912935876,-0.160594582,1,-1,1
11-Feb-16,379.65,6.01,3.08,-2,1.57,-0.02,6.73,1.95,0.06,74375600,26408200,1263660,-0.193337276,-2.147052306,0.196930992,1,-1,1
10-Feb-16,381.65,4.44,3.1,5.62,0.4,0.02,9.7,1.08,0.05,85130900,28640400,1358800,0.186765325,-1.407743958,0.323403536,-1,1,-1
9-Feb-16,376.03,4.04,3.08,2.58,0.86,0.02,4.35,0.87,0.03,55318500,17954000,1197280,0.637296713,-0.932260386,0.774110996,1,1,1
8-Feb-16,373.45,3.18,3.06,-3.17,0.22,-0.03,6.55,0.39,0.05,47671100,9725690,964279,-0.059182653,-0.726845341,-0.028607039,1,1,1
7-Feb-16,376.62,2.96,3.09,0.1,0.43,-0.01,5.97,0.52,0.05,37076300,7007060,1168970,-0.030502033,-0.628681768,-0.028232682,-1,1,-1
6-Feb-16,376.52,2.53,3.1,-10.03,-0.01,-0.04,14.24,0.09,0.07,49249300,1921240,1394670,-0.05666735,-0.671718079,-0.065636386,1,1,-1
5-Feb-16,386.55,2.54,3.14,-3.04,-0.04,-0.02,5.52,0.14,0.03,43825000,2636700,1211900,-0.409342108,-0.371707437,-0.353862393,-1,-1,-1
4-Feb-16,389.59,2.58,3.16,19.64,0.05,0.11,21.62,0.19,0.12,69285500,3552320,2059350,-0.214687501,-0.153923996,-0.299898211,-1,-1,-1
3-Feb-16,369.95,2.53,3.05,-4.5,0.09,-0.03,6.9,0.2,0.05,45933400,3987750,1406560,0.401510497,-0.026954715,0.503056813,1,1,1
2-Feb-16,374.45,2.44,3.08,1.39,0.23,0,2.96,0.29,0.03,40378700,3451270,1279650,0.255709152,0.161995002,0.360074463,-1,1,-1
1-Feb-16,373.06,2.21,3.08,4.29,-0.1,0.03,10.11,0.2,0.04,51656700,3994100,1502430,0.646435942,0.416310478,0.622616394,1,1,0
31-Jan-16,368.77,2.31,3.05,-9.48,-0.14,-0.03,12.52,0.34,0.07,37894300,5847500,1450600,0.738668014,-0.038655181,0.225558186,1,-1,1
30-Jan-16,378.25,2.45,3.08,-1.22,-0.04,-0.03,4.43,0.21,0.04,30284400,3725080,1298980,0.443542767,0.100950715,0.118981268,-1,-1,-1
29-Jan-16,379.47,2.49,3.11,-0.82,-0.04,-0.01,18.93,0.31,0.08,86125300,6662340,2555880,0.680501516,-0.3322345,0.157276357,-1,-1,-1
28-Jan-16,380.29,2.53,3.12,-14.68,0.14,-0.17,15.76,0.34,0.19,59247900,4903850,3075380,0.150834224,-0.578856082,-0.021302649,-1,-1,-1
27-Jan-16,394.97,2.39,3.29,2.82,0.11,0.14,5.06,0.4,0.16,47424400,6961080,5341690,-0.285845474,-0.742045259,-0.653962105,-1,1,-1
26-Jan-16,392.15,2.28,3.15,0.42,-0.22,0.02,7.2,0.85,0.05,58147000,13939200,2926650,0.256704671,-0.552438669,0.194049444,1,1,1
25-Jan-16,391.73,2.5,3.13,-11.24,0.36,-0.05,13.77,0.6,0.08,59062400,10739300,1940070,0.390843396,-0.918341643,0.555851147,1,-1,1
24-Jan-16,402.97,2.14,3.18,15.48,0.17,0.08,17.98,0.4,0.11,54824800,9669770,1806510,-0.175459657,-0.86635103,-0.145448639,-1,1,-1
23-Jan-16,387.49,1.97,3.1,5,0.47,0.02,12.56,0.53,0.07,56247400,7370980,2384900,0.025509244,-0.529535526,-0.025504387,1,1,1
22-Jan-16,382.49,1.5,3.08,-27.77,-0.05,-0.14,35.13,0.11,0.19,91546600,1567240,3589150,0.026686688,-0.382906567,-0.025867466,1,1,1
21-Jan-16,410.26,1.55,3.22,-9.97,0.02,-0.17,16.58,0.1,0.19,68338000,1614960,3665110,-0.232040457,-0.840326359,-0.121069066,-1,-1,-1
20-Jan-16,420.23,1.53,3.39,40.08,0.16,0.37,48.67,0.27,0.44,121720000,2933220,4438610,-0.616399637,-0.813859155,-0.498861843,-1,1,-1
19-Jan-16,380.15,1.37,3.02,-7.02,-0.06,-0.03,8.76,0.15,0.07,46819800,2446740,1626900,0.346079167,-0.585137556,0.460940314,1,1,1
18-Jan-16,387.17,1.43,3.05,4.87,0.1,0.02,11.43,0.22,0.08,54403900,4278930,2304070,0.310517548,-1.565115184,0.436073942,-1,-1,-1
17-Jan-16,382.3,1.33,3.03,-5.24,0.11,-0.06,10.87,0.12,0.08,45319600,1171150,1905660,0.366684741,-0.910101996,0.471196635,1,1,1
16-Jan-16,387.54,1.22,3.09,23.21,0.01,0.09,35.65,0.14,0.19,120352000,2462630,4170270,0.407209737,-0.946194197,0.472043638,-1,1,-1
15-Jan-16,364.33,1.21,3,-65.98,0.02,-0.47,65.92,0.18,0.46,153351000,3910550,5117640,0.641777765,-1.278485114,0.577798396,1,1,1
14-Jan-16,430.31,1.19,3.47,-2.06,0.06,-0.01,5.47,0.09,0.03,43945500,751961,2044890,0.715899232,-1.223767632,0.61890524,-1,1,-1
13-Jan-16,432.37,1.13,3.48,-3.32,-0.01,-0.01,10.75,0.07,0.06,173888000,1005910,6745630,0.856227766,-0.828724849,0.616862141,-1,1,-1
12-Jan-16,435.69,1.14,3.49,-12.74,0.08,-0.07,12.49,0.23,0.07,115607000,2898760,4566050,0.912266077,-1.390231726,0.75004023,-1,-1,-1
11-Jan-16,448.43,1.06,3.56,0.44,0.060769,0.02,6.8,0.070784,0.04,40450000,1011920,2931030,-0.298925137,-0.817041089,-0.330661394,-1,1,-1
10-Jan-16,447.99,0.999231,3.54,0.38,0.012398,-0.02,7.96,0.024901,0.06,35995900,390888,2462000,-0.239618381,-0.515388347,-0.199919122,1,1,1
9-Jan-16,447.61,0.986833,3.56,-5.62,4.40E-05,-0.01,7.75,0.018745,0.05,32278000,226281,2934720,-0.214006312,-0.325325181,-0.165513884,1,1,-1
8-Jan-16,453.23,0.986789,3.57,-4.82,0.044784,-0.03,14.99,0.05211,0.11,56993000,545600,3277990,-0.370628521,-0.125393783,-0.256679197,-1,1,-1
7-Jan-16,458.05,0.942005,3.6,28.94,-0.008855,0.15,29.69,0.038793,0.17,87562200,647462,4560680,-0.395806907,-0.046587932,-0.289672075,-1,1,-1
6-Jan-16,429.11,0.95086,3.45,-2.85,0.000684,-0.02,5.52,0.024951,0.03,34042500,308791,2208860,0.460660761,-0.022206771,0.701451021,1,-1,1
5-Jan-16,431.96,0.950176,3.47,-1.13,-0.004304,-0.03,4.5,0.024054,0.06,34522600,219833,2104650,-0.099185839,-0.168673828,0.090136385,-1,1,-1
4-Jan-16,433.09,0.95448,3.5,3.08,-0.017425,0.02,5.44,0.046603,0.03,38477500,346245,3309740,-0.436869462,-0.429757485,-0.411089657,-1,-1,-1
3-Jan-16,430.01,0.971905,3.48,-3.43,0.034781,-0.02,9.03,0.057049,0.06,39633800,407632,2406150,0.151676325,-1.112168448,0.158604465,1,-1,1
2-Jan-16,433.44,0.937124,3.5,-0.89,-0.0109,-0.01,4.19,0.033077,0.04,30096600,255504,3020260,-0.388908956,-1.103878079,-0.215586633,-1,1,-1
1-Jan-16,434.33,0.948024,3.51,3.76,0.014482,0.03,8.74,0.02338,0.06,36278900,206062,2791170,-0.403167344,-1.048136256,-0.214877506,-1,-1,-1
31-Dec-15,430.57,0.933542,3.48,3.95,0.021584,0.02,14.18,0.065137,0.09,45996600,663994,2667620,-0.459270671,-0.849566933,-0.346845275,1,1,1
30-Dec-15,426.62,0.911958,3.46,-6.36,0.038904,-0.04,12.31,0.074452,0.06,46889400,604078,2202460,0.341581507,-0.368770499,0.356689407,1,1,1
29-Dec-15,432.98,0.873054,3.5,10.7,0.028049,0.03,12.35,0.039822,0.08,51596500,215742,2161460,0.259301669,-0.116861358,0.310840777,-1,1,-1
28-Dec-15,422.28,0.845005,3.47,-0.54,-0.01136,-0.01,11.29,0.039462,0.07,49638600,235134,1647170,0.24207368,0.29119129,0.240333618,1,1,1
27-Dec-15,422.82,0.856365,3.48,5.55,0.001762,0.06,15.13,0.020387,0.1,53591200,164565,2048800,0.16946035,0.190917695,-0.083387082,-1,-1,-1
26-Dec-15,417.27,0.854603,3.42,-38.38,-0.01576,-0.2,51.73,0.059139,0.26,116166000,425282,3880050,0.258985015,0.581604636,0.085184427,1,1,1
25-Dec-15,455.65,0.870363,3.62,0.66,0.007101,-0.02,6.24,0.020563,0.08,39078500,187114,1628860,-0.424880819,0.425814638,-0.173489463,-1,-1,-1
24-Dec-15,454.99,0.863262,3.64,12.59,0.005185,0.06,15.38,0.035218,0.09,57157200,354646,2530790,0.143773596,0.620464475,0.148948606,1,1,-1
23-Dec-15,442.4,0.858077,3.58,5.83,-0.006125,0.16,7.91,0.026875,0.16,47161400,334993,2274490,0.506051283,0.978246189,0.332676745,1,1,1
22-Dec-15,436.57,0.864202,3.42,-2.07,-0.036569,-0.04,8.17,0.047467,0.08,50840400,454249,1366080,0.455095868,1.205021293,0.976398277,1,-1,1
21-Dec-15,438.64,0.900771,3.46,-4.05,-0.003114,-0.08,17.42,0.026208,0.12,77639700,549113,2244460,0.371641903,1.058665198,0.622782867,-1,-1,-1
20-Dec-15,442.69,0.903885,3.54,-19.63,-0.004187,-0.18,28.3,0.043744,0.27,75409400,472164,2853130,0.483639129,1.355509827,0.685274241,-1,-1,-1
19-Dec-15,462.32,0.908072,3.72,-1.3,-0.012055,-0.04,8.82,0.036958,0.07,47892700,343535,1480630,-0.340414499,0.814034141,-0.180985798,-1,-1,-1
18-Dec-15,463.62,0.920127,3.76,7.54,-0.020574,0.02,10.24,0.031412,0.08,60220100,300787,2642590,-0.57254972,0.23053178,-0.218719063,-1,-1,-1
17-Dec-15,456.08,0.940701,3.74,1.15,-0.050481,0.04,9,0.085804,0.11,47978400,640765,2244680,-0.391007801,0.246222057,-0.220000912,1,-1,1
16-Dec-15,454.93,0.991182,3.7,-10.39,-0.018818,-0.13,21.36,0.045073,0.16,107944000,320767,3628690,-0.027844965,-0.408596172,0.203270202,1,-1,1
15-Dec-15,465.32,1.01,3.83,21.14,0.016978,0.22,21.44,0.04776,0.23,83121100,578618,5124770,-0.528159449,-0.88715973,-0.188280378,-1,-1,-1
14-Dec-15,444.18,0.993022,3.61,10.43,0.040138,-0.02,16.68,0.059822,0.07,130496000,563436,3011480,-0.287482988,-1.103997802,0.110888848,1,1,1
13-Dec-15,433.75,0.952884,3.63,-1.25,-0.024089,0.02,15.41,0.051956,0.09,55050600,273614,3218570,-0.195845986,-0.542394002,0.110378938,1,1,-1
12-Dec-15,435,0.976973,3.61,-16.94,0.047211,-0.23,58.36,0.121454,0.47,131969000,1376280,6201500,-0.427953853,-0.785165813,0.079441554,-1,-1,1
11-Dec-15,451.94,0.929762,3.84,36.46,0.089366,0.18,36.66,0.109973,0.18,110944000,801072,5086460,-0.928891981,-0.38740896,-0.831023212,-1,1,-1
10-Dec-15,415.48,0.840396,3.66,-2.08,0.048229,-0.01,7.96,0.074299,0.09,52138900,369589,2538190,-0.676166399,0.160784561,-0.335176252,1,1,1
9-Dec-15,417.56,0.792167,3.67,2,-0.029951,-0.02,16.83,0.053966,0.13,90917200,624221,4506800,-1.052444481,0.461095708,-0.659400047,-1,1,-1
8-Dec-15,415.56,0.822118,3.69,20.02,0.010854,0.04,25.61,0.041317,0.14,57801400,445903,2744880,-1.06836411,-0.07387192,-0.653323075,1,-1,-1
7-Dec-15,395.54,0.811264,3.65,6.76,-0.024236,0.18,14.56,0.063141,0.24,63455800,520409,4210900,-0.76964588,0.102375464,-0.662066888,1,1,1
6-Dec-15,388.78,0.8355,3.47,-0.17,-0.026938,-0.05,15.72,0.049321,0.13,77762000,443608,4063170,-0.502812768,0.270150941,-0.079463768,1,-1,1
5-Dec-15,388.95,0.862438,3.52,25.77,0.022397,0.16,26.56,0.048377,0.17,66282200,232743,2664550,-0.156089533,0.087600515,0.181372012,-1,-1,-1
4-Dec-15,363.18,0.840041,3.36,2.13,0.027898,-0.02,7.76,0.057202,0.05,35784100,241278,1333170,0.232896843,0.298665592,0.802427993,1,1,1
3-Dec-15,361.05,0.812143,3.38,1.86,-0.009067,0.04,12.86,0.052578,0.1,50714900,539969,1943430,-0.064898129,0.975156704,0.263952642,1,1,-1
2-Dec-15,359.19,0.82121,3.34,-3.3,-0.05359,-0.09,12.77,0.059093,0.14,54160500,506307,2452500,-0.011467024,0.296798568,0.462060942,1,-1,1
