Date,BTC_Price,ETH_Price,LTC_Price,BTC_Price_Change,ETH_Price_Change,LTC_Price_Change,BTC_Price_Volatility,ETH_Price_Volatility,LTC_Price_Volatility,BTC_Volume,ETH_Volume,LTC_Volume,BTC_Sharpe,ETH_Sharpe,LTC_Sharpe,229_BTC,229_ETH,229_LTC
1-Dec-15,362.49,0.8748,3.43,-14.83,0.001681,-0.19,22.37,0.032799,0.24,60452200,652857,2841630,-0.195960869,0.084285449,0.350220579,-1,-1,-1
30-Nov-15,377.32,0.873119,3.62,6.03,-0.005495,-0.05,11.98,0.047358,0.16,71701600,784439,3339320,-1.10932112,-0.050348926,-0.419201874,-1,1,-1
29-Nov-15,371.29,0.878614,3.67,13.91,-0.037089,0.15,16.27,0.05362,0.18,40409300,448358,2720390,-1.209483748,0.148479388,-0.832514149,1,-1,-1
28-Nov-15,357.38,0.915703,3.52,-0.66,0.047752,-0.06,7.37,0.067171,0.12,36816600,462464,1691790,-0.708428936,0.190059615,-0.572875588,1,-1,1
27-Nov-15,358.04,0.867951,3.58,5.36,-0.016232,-0.03,15.72,0.039356,0.11,55179100,403813,2780650,-0.677483829,0.861113207,-0.657675965,-1,1,-1
26-Nov-15,352.68,0.884183,3.61,24.47,0.020646,0.27,38.53,0.099283,0.37,106105000,947473,8700000,-0.484207719,0.763830977,-0.7007224,1,-1,-1
25-Nov-15,328.21,0.863537,3.34,8.16,-0.036654,0.23,12.36,0.048387,0.25,41666900,622991,2877300,-0.270529866,0.394457346,-0.461717302,1,1,1
24-Nov-15,320.05,0.900191,3.11,-3,-0.046778,-0.01,4.94,0.052124,0.04,29362600,524195,1510060,0.391031952,0.355726301,0.233854268,1,-1,1
23-Nov-15,323.05,0.946969,3.12,-1.49,-0.021049,-0.02,3.83,0.035187,0.04,27478900,441875,1389260,0.537347026,0.307354231,0.490439407,-1,-1,-1
22-Nov-15,324.54,0.968018,3.14,-2.39,-0.008122,-0.01,5.75,0.02515,0.05,23439400,372173,1070770,0.483954922,0.277209732,0.420885607,-1,-1,-1
21-Nov-15,326.93,0.97614,3.15,4.91,0.05122,0.03,8.56,0.057803,0.05,28200500,455976,1057060,0.157865429,-0.178467135,0.269641995,-1,-1,-1
20-Nov-15,322.02,0.92492,3.12,-4.13,-0.030612,-0.01,14.25,0.057159,0.07,53152900,614335,1698240,-0.047154691,-0.067882299,-0.162111523,1,1,1
19-Nov-15,326.15,0.955532,3.13,-8.44,-0.037787,-0.06,10.06,0.072502,0.08,45011100,443528,1448970,0.171781402,-0.331046722,0.162119811,-1,-1,-1
18-Nov-15,334.59,0.993319,3.19,-0.5,-0.016681,-0.01,5.89,0.069484,0.04,43783800,681104,1425920,0.065477635,-0.50417048,0.112962842,-1,-1,-1
17-Nov-15,335.09,1.01,3.2,4.34,0.081038,0.01,8.74,0.124206,0.07,51001600,1145440,1607020,0.087524472,-0.726828718,0.208086427,-1,-1,-1
16-Nov-15,330.75,0.928962,3.19,10.58,0.022594,0.12,15.73,0.052761,0.14,47980100,620945,1578010,-0.273931938,-0.67215411,-0.272031087,1,1,1
15-Nov-15,320.17,0.906368,3.07,-12.74,0.017556,-0.12,17.17,0.046559,0.16,44213100,411848,1750230,0.217468344,0.109539077,0.089572988,1,1,1
14-Nov-15,332.91,0.888812,3.19,-3.84,-0.015284,-0.04,8.21,0.029205,0.07,38612000,372514,1293740,0.411093765,0.29155885,0.240269468,-1,1,-1
13-Nov-15,336.75,0.904096,3.23,-1.4,0.008385,-0.05,14.84,0.071286,0.14,52003000,543671,2247490,0.317623775,0.320012584,0.218208459,-1,-1,-1
12-Nov-15,338.15,0.895711,3.28,27.07,0.103882,0.31,31.72,0.150409,0.32,78477800,806156,4133180,0.404362577,0.11845063,0.328290381,-1,1,-1
11-Nov-15,311.08,0.791829,2.97,-25.74,-0.142519,-0.15,39.58,0.215503,0.18,107070000,1278580,3648510,0.655233742,0.39278242,1.00508954,1,1,1
10-Nov-15,336.82,0.934348,3.12,-43.44,-0.06493,-0.28,52.28,0.129032,0.42,95797900,854581,5565520,0.520514443,-0.117657844,1.024162316,-1,-1,-1
9-Nov-15,380.26,0.999278,3.4,6.89,-0.030722,-0.02,22.39,0.164737,0.19,68224400,2045290,4195940,0.462787241,-0.447367713,0.993509398,-1,-1,-1
8-Nov-15,373.37,1.03,3.42,-13.11,0.102026,-0.18,21.19,0.114339,0.25,51817600,1021460,2399540,0.449433238,-0.018678389,1.427698949,1,-1,-1
7-Nov-15,386.48,0.927974,3.6,12.01,0.001942,0.05,18.16,0.080248,0.13,56625100,890187,2638500,-0.20148323,0.258178584,0.42334506,-1,1,-1
6-Nov-15,374.47,0.926032,3.55,-11.88,0.030395,-0.41,41.82,0.136919,0.52,122687000,913666,8761900,-0.371255674,0.490850967,0.31227594,1,1,1
5-Nov-15,386.35,0.895637,3.96,-25.21,-0.003413,-0.27,72.98,0.130877,0.64,151825000,1179840,13017300,-0.622774127,0.097614796,-0.082591359,-1,1,-1
4-Nov-15,411.56,0.89905,4.23,8.14,-0.11095,-0.36,115.01,0.314335,1.27,263900000,3060340,22553800,-0.778127239,0.343782422,-0.081847772,-1,-1,-1
3-Nov-15,403.42,1.01,4.59,42.23,0.020211,0.43,60.25,0.133385,0.7,206162000,1907690,18600100,-0.881893103,0.392080553,-0.656696879,1,-1,-1
2-Nov-15,361.19,0.989789,4.16,35.76,-0.070211,0.2,42.15,0.146353,0.26,101918000,1145200,6302390,-0.710647271,0.086166011,-0.679993273,1,1,1
1-Nov-15,325.43,1.06,3.96,11.26,0.143373,0.16,15.59,0.180918,0.22,37001100,588913,3801480,-0.613046255,-0.193596401,-0.548295972,1,-1,1
31-Oct-15,314.17,0.916627,3.8,-13.84,-0.123373,-0.26,23.53,0.159829,0.35,48598100,673892,5425140,-0.585789678,-0.220564598,-0.429410799,1,1,1
30-Oct-15,328.01,1.04,4.06,14.15,-0.17,0.28,20.23,0.38184,0.46,78305000,2429200,12206200,-2.276555414,-0.713126886,-0.748402554,-1,-1,-1
29-Oct-15,313.86,1.21,3.78,9.24,0.21,0.68,16.35,0.262626,0.87,64495900,2279240,11455900,-1.718678186,-4.510654697,-0.497621497,1,-1,1
28-Oct-15,304.62,1,3.1,10.83,0.130359,0.01,12.63,0.252143,0.02,50808100,2373050,1433200,-1.626907063,-2.551193885,0.100838818,1,1,1
27-Oct-15,293.79,0.869641,3.09,8.49,0.138324,-0.01,11.2,0.189282,0.03,46331800,1846370,1102490,-1.579520707,-0.994650384,0.206603587,1,1,1
26-Oct-15,285.3,0.731317,3.1,1.62,0.115278,0.03,4.79,0.160419,0.04,32108800,1089120,1119820,-1.60435224,-0.972884692,-0.167696339,1,1,-1
25-Oct-15,283.68,0.616039,3.07,2.03,0.052449,-0.03,12.62,0.126809,0.07,45717100,635384,1656730,-0.758053384,-0.728203408,0.208247695,1,1,1
24-Oct-15,281.65,0.56359,3.1,5.15,0.023933,-0.01,5.21,0.058708,0.04,25942400,258356,955111,-0.93717427,-0.187832946,-0.475720549,1,1,-1
23-Oct-15,276.5,0.539657,3.11,2.48,-0.028045,0,5.14,0.107459,0.04,29442500,878822,1196600,-0.779049413,-0.008040902,-0.928330598,1,1,-1
22-Oct-15,274.02,0.567702,3.11,7.75,0.120373,0.03,10.38,0.198475,0.07,37808600,924822,1215290,-0.09627273,0.000402055,-0.228562203,1,-1,0
21-Oct-15,266.27,0.447329,3.08,-3.19,0.0125,-0.01,6.93,0.062091,0.06,25637300,609085,988482,-0.099564242,0.682665003,0.170076808,1,1,1
20-Oct-15,269.46,0.434829,3.09,6.02,-0.054185,0.04,7.6,0.07025,0.04,30889800,383921,1163340,-0.458565509,1.171535551,0.059987378,-1,1,-1
19-Oct-15,263.44,0.489014,3.05,1.8,-0.02872,0.03,3.87,0.040552,0.04,25258800,243742,1239570,-0.360121715,0.290808474,0.564360945,1,-1,1
18-Oct-15,261.64,0.517734,3.02,-9,-0.029444,-0.05,10.89,0.039373,0.08,22434300,133690,1217780,-0.38563845,0.453522922,1.495464618,1,-1,1
17-Oct-15,270.64,0.547178,3.07,7.77,0.010683,-0.04,11.21,0.036499,0.12,43199600,313860,2454780,-2.020298507,0.389077155,0.431409753,-1,-1,-1
16-Oct-15,262.87,0.536495,3.11,8.55,-0.025383,0.01,12.2,0.046328,0.05,35901500,249891,1472800,-0.955929529,0.496975968,0.267848308,1,1,-1
15-Oct-15,254.32,0.561878,3.1,2.33,0.03891,-0.04,3.91,0.057984,0.06,25223500,371022,1428290,-0.947963146,0.33040675,0.061987934,1,-1,1
14-Oct-15,251.99,0.522968,3.14,2.48,-0.084687,-0.04,5.38,0.128266,0.1,27462600,971664,1781770,-0.815750732,0.770423366,-0.192051418,1,1,-1
13-Oct-15,249.51,0.607655,3.18,4.2,-0.018375,0.04,6.48,0.031026,0.08,28198500,303044,1605970,-0.752190276,0.169417333,-0.990985513,1,-1,-1
12-Oct-15,245.31,0.62603,3.14,-1.74,-0.008933,-0.01,2.27,0.031759,0.04,17388300,109567,1252010,-0.321172268,-0.178735658,-0.661980352,1,-1,1
11-Oct-15,247.05,0.634963,3.15,2.11,0.007106,0.04,3.09,0.021171,0.07,16827300,102128,1222700,-0.099594638,0.140563005,0.007937722,-1,-1,-1
10-Oct-15,244.94,0.627857,3.11,1.01,-0.022771,0,2.25,0.024648,0.05,15912700,141555,1000850,-0.311991778,0.027156443,-0.241745781,1,1,1
9-Oct-15,243.93,0.650628,3.11,1.63,0.028912,0.05,2.11,0.06018,0.05,17353100,386420,978079,-0.385597634,0.13473179,-0.271841214,1,-1,0
8-Oct-15,242.3,0.621716,3.06,-0.67,0.012328,0,2.07,0.041167,0.03,18515300,310266,1137940,-0.237171883,0.505704505,-0.074640931,1,1,1
7-Oct-15,242.97,0.609388,3.06,-3.09,-0.041257,-0.09,4.09,0.053878,0.1,22999200,218327,1695270,-0.391627023,0.559007852,-0.186876872,-1,1,0
6-Oct-15,246.06,0.650645,3.15,5.68,0.022002,0.13,6.8,0.047714,0.15,27535100,262674,1972700,-0.771036388,0.371187478,-0.554290635,-1,-1,-1
5-Oct-15,240.38,0.628643,3.02,2.12,-0.039736,0.01,3.35,0.049988,0.04,23335900,234263,1277060,-0.83549626,1.090758568,-0.090296983,1,1,1
4-Oct-15,238.26,0.668379,3.01,-0.47,-0.018792,-0.02,1.03,0.03241,0.06,12999000,103497,982441,-0.329770117,-0.006805176,-0.301051124,1,-1,1
3-Oct-15,238.73,0.687171,3.03,1.44,0.008597,0.04,2.37,0.033722,0.05,16482700,163326,1051760,0.058684121,-0.411934254,0.16172317,-1,-1,-1
2-Oct-15,237.29,0.678574,2.99,-0.26,-0.011641,-0.01,1.94,0.036515,0.04,19677900,219318,1132180,-0.29863705,0.15518268,-0.234269682,1,1,1
1-Oct-15,237.55,0.690215,3,1.49,-0.048429,-0.01,2.82,0.078401,0.09,20488800,596084,1644010,-0.198491824,0.262049299,-0.210197268,-1,-1,-1
30-Sep-15,236.06,0.738644,3.01,-0.63,0.077498,0.04,2.1,0.110861,0.08,19743500,619926,1371090,-0.052076705,0.059347784,-0.231809218,1,-1,-1
29-Sep-15,236.69,0.661146,2.97,-2.45,0.07826,-0.1,3.87,0.117484,0.2,22691300,913992,2896120,-0.132353285,0.394328747,-0.06377575,-1,1,1
28-Sep-15,239.14,0.582886,3.07,6.38,-0.137953,0.2,6.87,0.168615,0.2,24713000,1320890,2604270,-0.57805277,0.981677422,-0.454723828,-1,1,-1
27-Sep-15,232.76,0.720839,2.87,-1.58,-0.065125,-0.02,2.05,0.072108,0.03,14179900,413801,748001,-0.207683843,0.731950525,-0.165473648,1,-1,1
26-Sep-15,234.34,0.785964,2.89,-0.8,0.049741,0,2.04,0.078216,0.03,13724100,369620,531617,-0.705539087,0.540028002,-0.518073292,-1,-1,-1
25-Sep-15,235.14,0.736223,2.89,0.61,-0.077387,-0.04,3.75,0.11292,0.06,22363600,903457,959962,-0.252067804,1.206345493,-0.171785894,-1,1,0
24-Sep-15,234.53,0.81361,2.93,4.25,-0.079796,0.06,5.36,0.115111,0.08,25097800,842505,1328450,-0.191699704,0.351351059,-0.282861648,1,-1,-1
23-Sep-15,230.28,0.893406,2.87,-0.34,-0.00839,0.03,2.25,0.023774,0.05,17254100,200541,901921,0.221374013,-0.265381535,0.371202155,1,-1,1
22-Sep-15,230.62,0.901796,2.84,3.53,-0.017251,0.04,7.27,0.054112,0.08,25009300,487914,1442340,-0.049768435,-0.163332953,0.27333998,-1,-1,1
21-Sep-15,227.09,0.919047,2.8,-4.12,-0.019398,-0.05,4.7,0.079025,0.05,19678800,424039,1027230,0.172747102,-0.050083648,0.0124475,1,-1,1
20-Sep-15,231.21,0.938445,2.85,-0.28,0.056054,-0.02,1.46,0.074536,0.05,14444700,508314,989389,-0.105464686,0.051742476,-0.07779225,-1,-1,-1
19-Sep-15,231.49,0.882391,2.87,-1.48,0.028706,-0.09,2.12,0.078099,0.1,12712600,386988,897801,-0.097915494,-0.011481385,-0.077140765,-1,1,-1
18-Sep-15,232.97,0.853685,2.96,3.16,-0.020546,0.05,2.16,0.054194,0.11,20242200,484622,1572740,-0.330364403,0.407449584,-0.564934313,-1,1,-1
17-Sep-15,229.81,0.874231,2.91,0.72,-0.032944,0.11,1.35,0.078072,0.13,18935400,897940,1626720,0.563720052,0.609873924,-0.318273556,1,-1,1
16-Sep-15,229.09,0.907175,2.8,-1.21,-0.037235,-0.02,3.82,0.051059,0.08,20144200,615593,1192860,1.022142326,0.262471087,0.627555603,1,-1,1
15-Sep-15,230.3,0.94441,2.82,-0.34,0.068788,-0.02,29.36,0.174811,0.11,19177800,703390,918109,0.620788637,0.486128838,0.485429818,-1,-1,-1
14-Sep-15,230.64,0.875622,2.84,0.13,-0.060381,0.02,4.48,0.077627,0.08,20997800,741085,1135730,0.556285116,0.860627483,0.280614365,-1,1,-1
13-Sep-15,230.51,0.936003,2.82,-4.72,-0.103997,-0.01,6.61,0.137168,0.08,18478800,644138,1328080,0.889202369,0.733853235,0.665278822,1,-1,1
12-Sep-15,235.23,1.04,2.83,-4.88,0.057022,-0.13,5.37,0.14022,0.15,17962600,772430,1517440,0.26372276,0.49956873,0.625456624,-1,-1,-1
11-Sep-15,240.11,0.982978,2.96,1.63,-0.187022,0.01,2.84,0.229325,0.04,19224700,1942600,1251460,-0.011390715,0.897036347,0.317351522,-1,1,-1
10-Sep-15,238.48,1.17,2.95,0.31,-0.04,0.03,5.5,0.08,0.08,21215500,662782,1420320,-0.187000449,2.52307283,-0.059323575,1,-1,1
9-Sep-15,238.17,1.21,2.92,-5.44,-0.03,-0.13,6.6,0.06,0.14,23635700,366748,2298470,-0.399154595,0.311953734,-0.358449961,1,-1,1
8-Sep-15,243.61,1.24,3.05,3.76,-0.01,0,6.1,0.05,0.12,26879200,427892,2566300,-1.879499604,0.114649879,-1.014374655,-1,-1,-1
7-Sep-15,239.85,1.25,3.05,0.01,-0.05,0,3.39,0.07,0.11,21192200,489014,2254530,-0.763775742,0.204753,-0.336600457,1,-1,0
6-Sep-15,239.84,1.3,3.05,4.82,-0.04,0.13,8.23,0.08,0.22,25473700,491968,4281360,-0.896428841,0.234023201,-0.302637692,1,-1,0
5-Sep-15,235.02,1.34,2.92,4.72,0.07,0.22,6.7,0.07,0.28,20671400,448453,2666820,-0.358489147,0.106092677,-0.097608574,1,-1,1
4-Sep-15,230.3,1.27,2.7,3.12,0.01,0.07,3.85,0.06,0.09,20962400,474391,1441530,-0.147343282,0.310867394,0.383943583,1,1,1
3-Sep-15,227.18,1.26,2.63,-2.1,-0.03,-0.17,2.93,0.1,0.22,17482000,702991,2210590,0.355867931,-0.216463915,0.803344235,1,1,1
2-Sep-15,229.28,1.29,2.8,1.16,-0.06,-0.02,4.11,0.09,0.07,18760400,883769,2423010,0.308295055,-0.283006399,2.99001476,-1,-1,-1
1-Sep-15,228.12,1.35,2.82,-1.94,-0.01,-0.02,4.36,0.05,0.07,20575200,778862,1376040,-0.206900416,-0.7355641,0.394570995,1,-1,-1
31-Aug-15,230.06,1.36,2.84,1.3,0.04,-0.01,6.05,0.2,0.07,20710700,1447180,1752920,-0.272632926,-0.725238119,0.575386458,-1,-1,-1
30-Aug-15,228.76,1.32,2.85,-1.02,0.14,-0.03,5.82,0.2,0.15,19412600,1337650,1497480,-0.42570551,-0.661799169,0.448953044,1,1,-1
29-Aug-15,229.78,1.18,2.88,-1.62,-0.01,-0.03,5.89,0.06,0.13,17142500,375377,1706060,-0.801595777,0.235349627,0.518393153,-1,1,-1
28-Aug-15,231.4,1.19,2.91,6.63,0.04,0.04,14.29,0.09,0.25,31336600,721872,4186540,-0.038034815,0.514381046,0.611699747,-1,-1,-1
27-Aug-15,224.77,1.15,2.87,-1.06,-0.01,-0.08,4.96,0.05,0.15,21905400,686662,1936130,0.133231958,0.878028989,0.884284281,1,1,1
26-Aug-15,225.83,1.16,2.95,4.22,0.02,0.01,10.98,0.14,0.2,31808000,1056750,4551630,0.154565751,0.920286653,0.824614712,-1,-1,-1
25-Aug-15,221.61,1.14,2.94,11.11,-0.09,-0.05,26.75,0.11,0.51,61089200,1307180,11404300,0.305472181,1.59182252,0.929188103,1,1,1
24-Aug-15,210.5,1.23,2.99,-17.67,-0.12,-0.4,17.7,0.13,0.42,59220700,924920,7278630,0.403916636,0.102802639,0.577207568,1,-1,-1
23-Aug-15,228.17,1.35,3.39,-2.22,-0.03,-0.12,7.13,0.11,0.19,18406600,1589300,2066020,-0.457304859,-0.480006079,0.207754105,-1,-1,-1
22-Aug-15,230.39,1.38,3.51,-2.18,-0.02,-0.06,12.26,0.13,0.13,23205900,948310,1913720,0.270829139,-0.23538129,0.435632514,-1,-1,-1
21-Aug-15,232.57,1.4,3.57,-2.78,-0.06,-0.04,4.71,0.21,0.09,23173800,2020970,1720630,0.255517444,0.217279313,0.348296441,-1,-1,-1
20-Aug-15,235.35,1.46,3.61,8.67,0.2,0.13,10.47,0.28,0.15,32275000,2843760,2882900,0.255124845,0.256499456,0.293530903,-1,-1,-1
19-Aug-15,226.68,1.26,3.48,15.6,0.17,0.01,14.64,0.15,0.26,60869200,1486240,5742670,0.374275817,0.617672921,0.531890817,1,1,1
18-Aug-15,211.08,1.09,3.47,-46.9,-0.11,-0.51,46.91,0.24,0.56,42147200,1485680,3464380,0.565961243,1.101138073,0.380977951,1,1,1
17-Aug-15,257.98,1.2,3.98,-0.53,-0.37,0.03,3.38,0.39,0.09,21617900,1942830,2289060,0.840207138,0.129420715,0.032912041,-1,-1,-1
16-Aug-15,258.51,1.57,3.95,-3.04,-0.12,0.02,5.4,0.61,0.1,29717000,3550790,3197720,1.139221944,-0.381395621,0.378356271,-1,-1,1
15-Aug-15,261.55,1.69,3.93,-4.13,-0.14,-0.1,5.37,0.31,0.12,19321100,2554360,2016290,0.16134972,-0.832380054,0.045904335,-1,-1,1
14-Aug-15,265.68,1.83,4.03,1.6,0,0.15,5.99,0.51,0.21,27091200,4637030,3157170,-0.028796052,-1.076567926,-0.162596763,-1,-1,-1
13-Aug-15,264.08,1.83,3.88,-2.3,0.61,-0.11,3.39,0.8,0.13,27685500,4068680,2409030,-0.158709453,-0.87511504,-0.030201885,1,0,1
12-Aug-15,266.38,1.22,3.99,-4.01,0.15,-0.17,5.2,0.406392,0.19,26815400,2150620,3519900,0,0,0,-1,1,-1
11-Aug-15,270.39,1.07,4.16,5.92,0.361552,0.21,6.3,0.466765,0.22,25433900,1463100,3426300,0,0,0,-1,1,-1
10-Aug-15,264.47,0.708448,3.95,-0.61,0.006551,0.05,4.43,0.093308,0.08,20979400,405283,2239890,0,0,0,1,1,1
9-Aug-15,265.08,0.701897,3.9,4.08,-0.051428,0.05,6.53,0.250619,0.17,23789600,532170,3064680,0,0,0,-1,1,1
8-Aug-15,261,0.753325,3.85,-18.58,-2.016675,-0.36,19.22,2.085275,0.38,58533000,674188,4917730,0,0,0,1,-1,1
